u;r;t;TC_curt;TC_eurt;TC_furt;G_curt;G_eurt;G_furt;F_cur;F_eur;F_fur;W_ur
1;1;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;4;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;5;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;6;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;7;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;8;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;9;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;10;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;11;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;12;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;13;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;1;14;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;300
1;2;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;4;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;5;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;6;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;7;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;8;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;9;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;10;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;11;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;12;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;13;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;2;14;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;600
1;3;1;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
1;3;2;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
1;3;3;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
1;3;4;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
1;3;5;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
1;3;6;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
1;3;7;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
1;3;8;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
1;3;9;1000000000;1000000000;1000000000;0.3;0.3;0.3;0.000015;0.000015;0.000015;719
